model,config,global_seed,fold_id,test_pid,window_ms,stride_ms,primary_score_tie_count
AttentionNet,No_Filtering,43,10,10,1500,750,1
AttentionNet,No_Filtering,43,11,11,1500,750,1
AttentionNet,No_Filtering,43,12,13,1000,500,4
AttentionNet,No_Filtering,43,13,14,1000,500,3
AttentionNet,No_Filtering,43,14,15,1000,500,4
AttentionNet,No_Filtering,43,15,17,1000,500,1
AttentionNet,No_Filtering,43,16,18,1000,500,4
AttentionNet,No_Filtering,43,17,19,1000,500,3
AttentionNet,No_Filtering,43,18,20,2000,1000,1
AttentionNet,No_Filtering,43,19,21,1000,500,4
AttentionNet,No_Filtering,43,20,22,1000,500,2
AttentionNet,No_Filtering,43,21,23,1500,750,2
AttentionNet,No_Filtering,43,22,24,1000,500,4
AttentionNet,No_Filtering,43,23,25,1000,500,4
AttentionNet,No_Filtering,43,24,26,1500,750,1
AttentionNet,No_Filtering,43,25,27,1000,500,4
AttentionNet,No_Filtering,43,26,28,1000,500,4
AttentionNet,No_Filtering,43,27,29,2000,500,2
AttentionNet,No_Filtering,43,28,30,1000,500,4
AttentionNet,No_Filtering,43,29,31,1000,500,4
AttentionNet,No_Filtering,43,30,32,1000,500,4
AttentionNet,No_Filtering,43,31,33,1000,500,3
AttentionNet,No_Filtering,43,32,34,2000,500,2
AttentionNet,No_Filtering,43,33,35,1000,500,4
AttentionNet,No_Filtering,43,34,36,1500,750,3
AttentionNet,No_Filtering,43,35,37,1000,500,4
AttentionNet,No_Filtering,43,36,38,1000,500,4
AttentionNet,No_Filtering,43,37,39,2000,1000,1
AttentionNet,No_Filtering,43,38,40,1500,750,3
AttentionNet,No_Filtering,43,39,41,2000,500,1
AttentionNet,No_Filtering,43,40,42,2000,500,2
AttentionNet,No_Filtering,43,41,43,2000,500,1
AttentionNet,No_Filtering,43,42,44,1500,750,3
AttentionNet,No_Filtering,43,43,45,1000,500,3
AttentionNet,No_Filtering,43,44,46,1000,500,4
AttentionNet,No_Filtering,43,45,47,1000,500,4
AttentionNet,No_Filtering,43,46,48,1000,500,4
AttentionNet,No_Filtering,43,47,49,1000,500,4
AttentionNet,No_Filtering,43,48,50,1000,500,4
AttentionNet,No_Filtering,43,49,51,1000,500,4
AttentionNet,No_Filtering,43,50,52,1000,500,3
AttentionNet,No_Filtering,43,51,53,1000,500,4
AttentionNet,No_Filtering,43,52,54,1000,500,4
AttentionNet,No_Filtering,43,53,55,1000,500,4
AttentionNet,No_Filtering,43,54,56,1500,750,1
AttentionNet,No_Filtering,43,55,57,1500,750,2
AttentionNet,No_Filtering,43,56,58,2000,500,1
AttentionNet,No_Filtering,43,57,59,2000,1000,1
AttentionNet,No_Filtering,44,1,1,1000,500,4
AttentionNet,No_Filtering,44,2,2,1000,500,3
AttentionNet,No_Filtering,44,3,3,1000,500,4
AttentionNet,No_Filtering,44,4,4,2000,1000,1
AttentionNet,No_Filtering,44,5,5,1000,500,4
AttentionNet,No_Filtering,44,6,6,2000,1000,1
AttentionNet,No_Filtering,44,7,7,1000,500,3
AttentionNet,No_Filtering,44,8,8,1000,500,2
AttentionNet,No_Filtering,44,9,9,1000,500,4
AttentionNet,No_Filtering,44,10,10,1000,500,4
AttentionNet,No_Filtering,44,11,11,2000,1000,1
AttentionNet,No_Filtering,44,12,13,1000,500,4
AttentionNet,No_Filtering,44,13,14,1000,500,4
AttentionNet,No_Filtering,44,14,15,1000,500,1
AttentionNet,No_Filtering,44,15,17,1000,500,4
AttentionNet,No_Filtering,44,16,18,1000,500,4
AttentionNet,No_Filtering,44,17,19,1000,500,4
AttentionNet,No_Filtering,44,18,20,1500,750,2
AttentionNet,No_Filtering,44,19,21,1000,500,3
AttentionNet,No_Filtering,44,20,22,1000,500,4
AttentionNet,No_Filtering,44,21,23,1000,500,3
AttentionNet,No_Filtering,44,22,24,1000,500,2
AttentionNet,No_Filtering,44,23,25,1000,500,4
AttentionNet,No_Filtering,44,24,26,1000,500,3
AttentionNet,No_Filtering,44,25,27,1000,500,4
AttentionNet,No_Filtering,44,26,28,1000,500,3
AttentionNet,No_Filtering,44,27,29,1000,500,4
AttentionNet,No_Filtering,44,28,30,1000,500,4
AttentionNet,No_Filtering,44,29,31,1000,500,4
AttentionNet,No_Filtering,44,30,32,1000,500,4
AttentionNet,No_Filtering,44,31,33,1000,500,3
AttentionNet,No_Filtering,44,32,34,1000,500,4
AttentionNet,No_Filtering,44,33,35,1000,500,4
AttentionNet,No_Filtering,44,34,36,1000,500,4
AttentionNet,No_Filtering,44,35,37,1500,750,3
AttentionNet,No_Filtering,44,36,38,1000,500,3
AttentionNet,No_Filtering,44,37,39,1000,500,3
AttentionNet,No_Filtering,44,38,40,1000,500,4
AttentionNet,No_Filtering,44,39,41,1000,500,1
AttentionNet,No_Filtering,44,40,42,1000,500,4
AttentionNet,No_Filtering,44,41,43,1500,750,2
AttentionNet,No_Filtering,44,42,44,1000,500,4
AttentionNet,No_Filtering,44,43,45,2000,500,2
AttentionNet,No_Filtering,44,44,46,1000,500,3
AttentionNet,No_Filtering,44,45,47,2000,1000,1
AttentionNet,No_Filtering,44,46,48,1000,500,2
AttentionNet,No_Filtering,44,47,49,1000,500,4
AttentionNet,No_Filtering,44,48,50,1000,500,4
AttentionNet,No_Filtering,44,49,51,1000,500,3
AttentionNet,No_Filtering,44,50,52,1000,500,3
AttentionNet,No_Filtering,44,51,53,1000,500,4
AttentionNet,No_Filtering,44,52,54,1000,500,4
AttentionNet,No_Filtering,44,53,55,2000,500,2
AttentionNet,No_Filtering,44,54,56,1500,750,1
AttentionNet,No_Filtering,44,55,57,1500,750,1
AttentionNet,No_Filtering,44,56,58,1000,500,4
AttentionNet,No_Filtering,44,57,59,1000,500,1
AttentionNet,No_Filtering,45,1,1,1000,500,4
AttentionNet,No_Filtering,45,2,2,1000,500,4
AttentionNet,No_Filtering,45,3,3,1000,500,1
AttentionNet,No_Filtering,45,4,4,2000,500,1
AttentionNet,No_Filtering,45,5,5,1000,500,3
AttentionNet,No_Filtering,45,6,6,1000,500,4
AttentionNet,No_Filtering,45,7,7,1000,500,4
AttentionNet,No_Filtering,45,8,8,1000,500,4
AttentionNet,No_Filtering,45,9,9,1000,500,4
AttentionNet,No_Filtering,45,10,10,1000,500,4
AttentionNet,No_Filtering,45,11,11,1000,500,4
AttentionNet,No_Filtering,45,12,13,1000,500,4
AttentionNet,No_Filtering,45,13,14,1000,500,4
AttentionNet,No_Filtering,45,14,15,1000,500,2
AttentionNet,No_Filtering,45,15,17,1000,500,1
AttentionNet,No_Filtering,45,16,18,1000,500,4
AttentionNet,No_Filtering,45,17,19,1000,500,4
AttentionNet,No_Filtering,45,18,20,1000,500,3
AttentionNet,No_Filtering,45,19,21,1500,750,1
AttentionNet,No_Filtering,45,20,22,1500,750,3
AttentionNet,No_Filtering,45,21,23,2000,1000,1
AttentionNet,No_Filtering,45,22,24,2000,1000,1
AttentionNet,No_Filtering,45,23,25,1000,500,3
AttentionNet,No_Filtering,45,24,26,1000,500,4
AttentionNet,No_Filtering,45,25,27,1000,500,2
AttentionNet,No_Filtering,45,26,28,1000,500,2
AttentionNet,No_Filtering,45,27,29,1000,500,4
AttentionNet,No_Filtering,45,28,30,1000,500,3
AttentionNet,No_Filtering,45,29,31,1000,500,4
AttentionNet,No_Filtering,45,30,32,1000,500,4
AttentionNet,No_Filtering,45,31,33,1000,500,4
AttentionNet,No_Filtering,45,32,34,1000,500,4
AttentionNet,No_Filtering,45,33,35,1000,500,4
AttentionNet,No_Filtering,45,34,36,1500,750,3
AttentionNet,No_Filtering,45,35,37,1000,500,4
AttentionNet,No_Filtering,45,36,38,1000,500,4
AttentionNet,No_Filtering,45,37,39,1000,500,4
AttentionNet,No_Filtering,45,38,40,2000,500,1
AttentionNet,No_Filtering,45,39,41,1000,500,4
AttentionNet,No_Filtering,45,40,42,1000,500,4
AttentionNet,No_Filtering,45,41,43,1000,500,4
AttentionNet,No_Filtering,45,42,44,1500,750,2
AttentionNet,No_Filtering,45,43,45,1000,500,4
AttentionNet,No_Filtering,45,44,46,1000,500,2
AttentionNet,No_Filtering,45,45,47,1000,500,4
AttentionNet,No_Filtering,45,46,48,1500,750,1
AttentionNet,No_Filtering,45,47,49,1000,500,4
AttentionNet,No_Filtering,45,48,50,1000,500,1
AttentionNet,No_Filtering,45,49,51,1000,500,4
AttentionNet,No_Filtering,45,50,52,1000,500,4
AttentionNet,No_Filtering,45,51,53,1000,500,4
AttentionNet,No_Filtering,45,52,54,1000,500,4
AttentionNet,No_Filtering,45,53,55,1000,500,4
AttentionNet,No_Filtering,45,54,56,1000,500,1
AttentionNet,No_Filtering,45,55,57,1000,500,2
AttentionNet,No_Filtering,45,56,58,1000,500,4
AttentionNet,No_Filtering,45,57,59,2000,1000,1
AttentionNet,No_Filtering,46,1,1,2000,500,2
AttentionNet,No_Filtering,46,2,2,1500,750,3
AttentionNet,No_Filtering,46,3,3,1000,500,4
AttentionNet,No_Filtering,46,4,4,2000,500,1
AttentionNet,No_Filtering,46,5,5,1000,500,4
AttentionNet,No_Filtering,46,6,6,1000,500,4
AttentionNet,No_Filtering,46,7,7,2000,1000,1
AttentionNet,No_Filtering,46,8,8,1000,500,4
AttentionNet,No_Filtering,46,9,9,1000,500,4
AttentionNet,No_Filtering,46,10,10,1000,500,4
AttentionNet,No_Filtering,46,11,11,1000,500,4
AttentionNet,No_Filtering,46,12,13,2000,500,1
AttentionNet,No_Filtering,46,13,14,1000,500,4
AttentionNet,No_Filtering,46,14,15,1000,500,4
AttentionNet,No_Filtering,46,15,17,1000,500,4
AttentionNet,No_Filtering,46,16,18,1000,500,4
AttentionNet,No_Filtering,46,17,19,1000,500,4
AttentionNet,No_Filtering,46,18,20,1000,500,4
AttentionNet,No_Filtering,46,19,21,1500,750,2
AttentionNet,No_Filtering,46,20,22,1000,500,4
AttentionNet,No_Filtering,46,21,23,1000,500,4
AttentionNet,No_Filtering,46,22,24,1000,500,4
AttentionNet,No_Filtering,46,23,25,1000,500,4
AttentionNet,No_Filtering,46,24,26,1000,500,3
AttentionNet,No_Filtering,46,25,27,1000,500,4
AttentionNet,No_Filtering,46,26,28,1500,750,1
AttentionNet,No_Filtering,46,27,29,1000,500,4
AttentionNet,No_Filtering,46,28,30,1000,500,4
AttentionNet,No_Filtering,46,29,31,1000,500,4
AttentionNet,No_Filtering,46,30,32,1000,500,4
AttentionNet,No_Filtering,46,31,33,1000,500,3
AttentionNet,No_Filtering,46,32,34,1000,500,4
AttentionNet,No_Filtering,46,33,35,1000,500,1
AttentionNet,No_Filtering,46,34,36,1000,500,2
AttentionNet,No_Filtering,46,35,37,1000,500,4
AttentionNet,No_Filtering,46,36,38,1000,500,4
AttentionNet,No_Filtering,46,37,39,2000,500,1
AttentionNet,No_Filtering,46,38,40,1000,500,3
AttentionNet,No_Filtering,46,39,41,1000,500,3
AttentionNet,No_Filtering,46,40,42,1000,500,4
AttentionNet,No_Filtering,46,41,43,1500,750,1
AttentionNet,No_Filtering,46,42,44,2000,500,2
AttentionNet,No_Filtering,46,43,45,1000,500,4
AttentionNet,No_Filtering,46,44,46,1000,500,2
AttentionNet,No_Filtering,46,45,47,1500,750,2
AttentionNet,No_Filtering,46,46,48,2000,1000,1
AttentionNet,No_Filtering,46,47,49,1000,500,2
AttentionNet,No_Filtering,46,48,50,1000,500,4
AttentionNet,No_Filtering,46,49,51,1000,500,4
AttentionNet,No_Filtering,46,50,52,1000,500,2
AttentionNet,No_Filtering,46,51,53,1000,500,4
AttentionNet,No_Filtering,46,52,54,1000,500,4
AttentionNet,No_Filtering,46,53,55,1000,500,4
AttentionNet,No_Filtering,46,54,56,1000,500,4
AttentionNet,No_Filtering,46,55,57,1000,500,4
AttentionNet,No_Filtering,46,56,58,2000,1000,1
AttentionNet,No_Filtering,46,57,59,1000,500,4
